...1,Strain,Promoter,mTurq,Terminator,mTurq_per_OD_at_max_gr,norm_fluo_per_OD_at_max_gr,remove
16,pHSP26-mTurq-tPMA1_long,pHSP26,mTurq,tPMA1,2408.840268721466,0.2992480801339347,FALSE
17,pHSP26-mTurq-tRPS13,pHSP26,mTurq,tRPS13,6935.013822062835,0.8615305875204835,FALSE
18,pHSP26-mTurq-tRPS3,pHSP26,mTurq,tRPS3,7970.054804484,0.990112806470963,FALSE
19,pHSP26-mTurq-tSRO9_long,pHSP26,mTurq,tSRO9,2961.37347921324,0.3678887885266344,FALSE
20,pHSP26-mTurq-tSUN4,pHSP26,mTurq,tSUN4,3463.7304931520157,0.43029615273214267,FALSE
21,pHSP26-mTurq-tTOS6,pHSP26,mTurq,tTOS6,4311.116278032633,0.5355661337063911,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,87.91411497893606,0.862517798439069,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,154.93293525021951,1.5200336629645883,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,161.28983846816135,1.582400692078663,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,84.89224389880852,0.8328704819436143,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,-11.946506694573465,-0.11720614665472008,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,71.544140470876,0.7019133906419979,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,140.47740858421218,1.378211737802409,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,50.0730389720925,0.49126226597072425,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,23.30353782616337,0.228628999410161,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,52.41377908192174,0.5142270652720842,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,101.2279812586111,0.9931389920324852,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,159.0905282605142,1.5608234493476305,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,147.15684861982115,1.4437431478120482,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,105.32636537850462,1.0333478850992603,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,23.30479046739862,0.2286412889652651,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,67.57138575645403,0.6629370368353007,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,142.82508662211657,1.4012446045176368,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,20.63547639967101,0.202452878906306,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,22.30300241871118,0.2188128328355129,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,23.773149002715396,0.23323631415386376,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,85.45529101296962,0.8383944886112589,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,174.22172685595808,1.709274333524916,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,171.44681613991244,1.6820499238582531,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,100.86096806312676,0.9895382572307634,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,32.876714771417966,0.3225506126217255,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,105.27558272837838,1.0328496608994684,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,148.5945905165878,1.457848709539194,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,70.98280585918675,0.6964061851883814,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,29.359884931702055,0.2880472984319237,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,63.60919609030436,0.6240643358058442,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,108.34041945381148,1.0629185096347271,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,143.3975463741435,1.4068609577634328,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,156.75592860169982,1.537918893481492,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,123.0365636194888,1.207101112330099,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,45.44916586512512,0.4458978457813306,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,124.6839703656596,1.2232636778087067,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,129.17703976838123,1.2673447941390925,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,56.67410910989763,0.5560247956733291,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,38.26405993807273,0.3754053913303294,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,93.8167518221169,0.9204280593361444,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,75.96906616885786,0.7453259549633724,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,125.26298824468142,1.2289443722727347,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,166.9947495380429,1.6383710824700566,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,74.20789047532561,0.7280472121561019,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,-6.531981861334382,-0.06408471058182112,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,79.31445273314911,0.7781472539669678,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,147.91125667356312,1.4511445801508043,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,75.01275211755784,0.7359436402993247,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,31.562382033279505,0.3096558075043994,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,75.85853989864748,0.74424159126052,FALSE
2,pCLN2-mTurq-tCLN2,pCLN2,mTurq,tCLN2,109.500923469443,1.0743041144250616,FALSE
3,pCLN2-mTurq-tHSP26,pCLN2,mTurq,tHSP26,178.46813429768892,1.7509354706334965,FALSE
4,pCLN2-mTurq-tPAB1,pCLN2,mTurq,tPAB1,140.68892835497127,1.3802869400272755,FALSE
5,pCLN2-mTurq-tPGK1,pCLN2,mTurq,tPGK1,123.23980043954909,1.2090950512401608,FALSE
6,pCLN2-mTurq-tPMA1_long,pCLN2,mTurq,tPMA1,29.760364497199888,0.29197636890298273,FALSE
7,pCLN2-mTurq-tRPS13,pCLN2,mTurq,tRPS13,103.5704476078205,1.0161207273194957,FALSE
8,pCLN2-mTurq-tRPS3,pCLN2,mTurq,tRPS3,191.2889721451492,1.8767196048079147,FALSE
9,pCLN2-mTurq-tSRO9_long,pCLN2,mTurq,tSRO9,17.08193331054113,0.16758937419345035,FALSE
10,pCLN2-mTurq-tSUN4,pCLN2,mTurq,tSUN4,49.31544467080197,0.48382957363212026,FALSE
11,pCLN2-mTurq-tTOS6,pCLN2,mTurq,tTOS6,58.94244351319961,0.5782792288337879,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,715.6410068400272,1.259454164283743,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,748.6928108002322,1.3176219212134062,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,869.7289120825703,1.5306329425658838,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,587.3612268506395,1.0336950175092596,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,96.02566927535162,0.16899524746492023,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,660.0513782663273,1.1616221667752724,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,820.3734456050902,1.443772425643152,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,270.91392112898467,0.47678048472229195,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,162.2603999571369,0.28556152382425426,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,317.6814309710656,0.5590864655993163,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,684.8645739221029,1.2052908250818242,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,782.271771926435,1.3767174202394585,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,961.2692675797924,1.6917345016283907,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,557.6623446656938,0.9814280561628658,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,93.32683250368434,0.16424557384601,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,701.6472067728594,1.234826523329277,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,928.1136993610417,1.63338413033443,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,310.4015605931734,0.5462746465793761,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,157.9801568694213,0.27802873862965855,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,293.35739776817985,0.5162786826232934,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,664.4529517411547,1.169368480903847,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,655.8791920301296,1.154279550464688,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,850.8146950640679,1.4973458766202001,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,493.24983438296226,0.8680686992616058,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,106.91207095403897,0.18815418860613575,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,953.7371165189172,1.6784786946959156,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,803.4965664722091,1.4140708636856048,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,301.43171776942535,0.5304886508226162,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,160.12494843014346,0.28180334997368955,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,274.36974698148157,0.4828623808397116,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,672.9122035287212,1.1842558892395139,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,777.6985816366555,1.3686690782642588,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,843.8643588241762,1.4851140036044876,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,544.4126170884858,0.958109905842743,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,144.78971511709796,0.25481492523031074,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,676.2708423890186,1.19016674630122,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,833.2662206969829,1.4664623765032314,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,272.81228859796994,0.480121415148724,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,180.922202875938,0.31840436705777586,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,287.1208001470831,0.5053029157656401,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,761.3895804277464,1.3399669227260131,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,758.3517654332553,1.3346206824902427,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,972.9717738019342,1.7123297023689312,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,633.1910202158249,1.1143507143605567,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,155.20444475390858,0.27314377235561604,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,571.9488273921801,1.0065707883300612,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,830.2596771562208,1.461171170792098,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,300.2888751692598,0.5284773660329771,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,226.54609860609412,0.3986977053642504,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,324.3214210798901,0.5707721615186829,FALSE
52,pSRO9-mTurq-tCLN2,pSRO9,mTurq,tCLN2,777.9270458335508,1.3690711516242526,FALSE
53,pSRO9-mTurq-tHSP26,pSRO9,mTurq,tHSP26,786.2558628406764,1.383729008235209,FALSE
54,pSRO9-mTurq-tPAB1,pSRO9,mTurq,tPAB1,907.6024676687216,1.5972864837175198,FALSE
55,pSRO9-mTurq-tPGK1,pSRO9,mTurq,tPGK1,593.4141900999035,1.0443476068629691,FALSE
56,pSRO9-mTurq-tPMA1_long,pSRO9,mTurq,tPMA1,175.51393784537245,0.3088863798977436,FALSE
57,pSRO9-mTurq-tRPS13,pSRO9,mTurq,tRPS13,1080.1019916662904,1.9008678069776417,FALSE
58,pSRO9-mTurq-tRPS3,pSRO9,mTurq,tRPS3,903.0823350216514,1.5893315177065515,FALSE
59,pSRO9-mTurq-tSRO9_long,pSRO9,mTurq,tSRO9,317.95421392145715,0.5595665353822558,FALSE
60,pSRO9-mTurq-tSUN4,pSRO9,mTurq,tSUN4,157.78273873230273,0.2776813031242548,FALSE
61,pSRO9-mTurq-tTOS6,pSRO9,mTurq,tTOS6,322.40448851071613,0.5673985584358219,FALSE
