X,sample_id,Strain,Promoter,mCherry,Terminator,BioRep,mCh_per_OD_at_max_gr,norm_fluo_per_OD_at_max_gr,remove
40,pRPS13-mCherry-tTOS6_biorep4,pRPS13-mCherry-tTOS6,pRPS13,mCherry,tTOS6,biorep4,2052.182252291868,0.5577743895685201,FALSE
32,pRPS13-mCherry-tCLN2_biorep5,pRPS13-mCherry-tCLN2,pRPS13,mCherry,tCLN2,biorep5,4990.651662635757,1.3564378512517603,FALSE
33,pRPS13-mCherry-tHSP26_biorep5,pRPS13-mCherry-tHSP26,pRPS13,mCherry,tHSP26,biorep5,4602.224229857314,1.250864930538844,FALSE
34,pRPS13-mCherry-tPAB1_biorep5,pRPS13-mCherry-tPAB1,pRPS13,mCherry,tPAB1,biorep5,5564.30005956867,1.5123530405917318,FALSE
35,pRPS13-mCherry-tPGK1_biorep5,pRPS13-mCherry-tPGK1,pRPS13,mCherry,tPGK1,biorep5,3370.7984633911165,0.91616865567215,FALSE
36,pRPS13-mCherry-tPMA1_biorep5,pRPS13-mCherry-tPMA1,pRPS13,mCherry,tPMA1,biorep5,567.1278033789077,0.15414291980340963,FALSE
37,pRPS13-mCherry-tRPS13_biorep5,pRPS13-mCherry-tRPS13,pRPS13,mCherry,tRPS13,biorep5,4583.11729075228,1.2456717459257662,FALSE
38,pRPS13-mCherry-tRPS3_biorep5,pRPS13-mCherry-tRPS3,pRPS13,mCherry,tRPS3,biorep5,5285.637315355823,1.4366136944029493,FALSE
39,pRPS13-mCherry-tSRO9_biorep5,pRPS13-mCherry-tSRO9,pRPS13,mCherry,tSRO9,biorep5,1781.827025531737,0.48429299121592195,FALSE
40,pRPS13-mCherry-tSUN4_biorep5,pRPS13-mCherry-tSUN4,pRPS13,mCherry,tSUN4,biorep5,1714.357665077374,0.4659551066055357,FALSE
41,pRPS13-mCherry-tTOS6_biorep5,pRPS13-mCherry-tTOS6,pRPS13,mCherry,tTOS6,biorep5,1866.6002558685263,0.507333993909541,FALSE
43,pRPS13-mCherry-tCLN2_biorep6,pRPS13-mCherry-tCLN2,pRPS13,mCherry,tCLN2,biorep6,5177.028288733142,1.407094223869354,FALSE
44,pRPS13-mCherry-tHSP26_biorep6,pRPS13-mCherry-tHSP26,pRPS13,mCherry,tHSP26,biorep6,4404.30243656028,1.197070630683034,FALSE
45,pRPS13-mCherry-tPAB1_biorep6,pRPS13-mCherry-tPAB1,pRPS13,mCherry,tPAB1,biorep6,5715.376566860975,1.553414991370714,FALSE
46,pRPS13-mCherry-tPGK1_biorep6,pRPS13-mCherry-tPGK1,pRPS13,mCherry,tPGK1,biorep6,3750.047533451461,1.0192469365173797,FALSE
47,pRPS13-mCherry-tPMA1_biorep6,pRPS13-mCherry-tPMA1,pRPS13,mCherry,tPMA1,biorep6,1012.2132825820906,0.2751152560523539,FALSE
48,pRPS13-mCherry-tRPS13_biorep6,pRPS13-mCherry-tRPS13,pRPS13,mCherry,tRPS13,biorep6,5055.283023166558,1.3740043795787598,FALSE
49,pRPS13-mCherry-tRPS3_biorep6,pRPS13-mCherry-tRPS3,pRPS13,mCherry,tRPS3,biorep6,4818.588297291799,1.3096717619024105,FALSE
50,pRPS13-mCherry-tSRO9_biorep6,pRPS13-mCherry-tSRO9,pRPS13,mCherry,tSRO9,biorep6,1812.457747366964,0.4926182908595605,FALSE
51,pRPS13-mCherry-tSUN4_biorep6,pRPS13-mCherry-tSUN4,pRPS13,mCherry,tSUN4,biorep6,1411.9547976683689,0.38376329611479826,FALSE
52,pRPS13-mCherry-tTOS6_biorep6,pRPS13-mCherry-tTOS6,pRPS13,mCherry,tTOS6,biorep6,1698.7627480376884,0.46171647462123316,FALSE
12,pHSP26-mCherry-tCLN2_biorep1,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep1,12427.520669396918,0.9861266913757537,FALSE
13,pHSP26-mCherry-tHSP26_biorep1,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep1,12852.877861132394,1.0198788846971383,FALSE
14,pHSP26-mCherry-tPAB1_biorep1,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep1,10709.682915522855,0.8498158611133896,FALSE
15,pHSP26-mCherry-tPGK1_biorep1,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep1,13171.236649813727,1.0451407295416861,FALSE
16,pHSP26-mCherry-tPMA1_biorep1,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep1,4945.1475639441205,0.3923986236132917,FALSE
17,pHSP26-mCherry-tRPS13_biorep1,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep1,9638.943299218692,0.7648524204368343,FALSE
18,pHSP26-mCherry-tRPS3_biorep1,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep1,18111.23513321703,1.4371307724016302,FALSE
19,pHSP26-mCherry-tSRO9_biorep1,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep1,4834.070358066135,0.38358462117196346,FALSE
20,pHSP26-mCherry-tSUN4_biorep1,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep1,5534.165838077487,0.43913736235957623,FALSE
12,pHSP26-mCherry-tCLN2_biorep2,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep2,22132.89004209701,1.7562500363844218,FALSE
13,pHSP26-mCherry-tHSP26_biorep2,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep2,25444.03721742709,2.0189903444095845,FALSE
14,pHSP26-mCherry-tPAB1_biorep2,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep2,11985.346911992205,0.9510400996087851,FALSE
15,pHSP26-mCherry-tPGK1_biorep2,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep2,14275.14533734596,1.1327361438303787,FALSE
16,pHSP26-mCherry-tPMA1_biorep2,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep2,5649.5749288506,0.44829510088734464,FALSE
17,pHSP26-mCherry-tRPS13_biorep2,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep2,17285.62872836047,1.3716187097739894,FALSE
18,pHSP26-mCherry-tRPS3_biorep2,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep2,20635.316758232795,1.6374172436821421,FALSE
19,pHSP26-mCherry-tSRO9_biorep2,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep2,9229.911255208024,0.7323956314314313,FALSE
20,pHSP26-mCherry-tSUN4_biorep2,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep2,8218.394787180276,0.6521315615156499,FALSE
12,pHSP26-mCherry-tCLN2_biorep3,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep3,9435.19541445811,0.7486849778053741,FALSE
13,pHSP26-mCherry-tHSP26_biorep3,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep3,12165.380909194631,0.9653258396786905,FALSE
14,pHSP26-mCherry-tPAB1_biorep3,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep3,12409.217598077412,0.9846743383567992,FALSE
15,pHSP26-mCherry-tPGK1_biorep3,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep3,11457.854738404036,0.9091834714280693,FALSE
16,pHSP26-mCherry-tPMA1_biorep3,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep3,4117.490089211608,0.32672380810803686,FALSE
17,pHSP26-mCherry-tRPS13_biorep3,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep3,11188.086564424935,0.8877773033015834,FALSE
18,pHSP26-mCherry-tRPS3_biorep3,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep3,11765.34062004398,0.9335825485386826,FALSE
19,pHSP26-mCherry-tSRO9_biorep3,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep3,6715.173181423771,0.532850573141229,FALSE
20,pHSP26-mCherry-tSUN4_biorep3,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep3,5302.863649739794,0.4207834792511694,FALSE
12,pHSP26-mCherry-tCLN2_biorep4,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep4,7580.48973952272,0.6015136457790459,FALSE
13,pHSP26-mCherry-tHSP26_biorep4,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep4,7477.433803209604,0.5933361329664266,FALSE
14,pHSP26-mCherry-tPAB1_biorep4,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep4,8463.876394517249,0.6716105848604212,FALSE
15,pHSP26-mCherry-tPGK1_biorep4,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep4,10801.09306478268,0.8570692779811427,FALSE
16,pHSP26-mCherry-tPMA1_biorep4,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep4,4902.345507734902,0.3890022703746594,FALSE
17,pHSP26-mCherry-tRPS13_biorep4,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep4,10282.551135413883,0.8159228537867128,FALSE
18,pHSP26-mCherry-tRPS3_biorep4,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep4,11313.70362666434,0.8977450467688328,FALSE
19,pHSP26-mCherry-tSRO9_biorep4,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep4,6936.342018057239,0.5504003724058454,FALSE
20,pHSP26-mCherry-tSUN4_biorep4,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep4,4727.017884674221,0.37508998220109285,FALSE
12,pHSP26-mCherry-tCLN2_biorep5,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep5,12484.128306601047,0.9906185207170777,FALSE
13,pHSP26-mCherry-tHSP26_biorep5,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep5,19750.20455760164,1.5671833821481929,FALSE
14,pHSP26-mCherry-tPAB1_biorep5,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep5,19763.482887964285,1.5682370207890648,FALSE
15,pHSP26-mCherry-tPGK1_biorep5,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep5,18947.648230190556,1.5035003485933613,FALSE
16,pHSP26-mCherry-tPMA1_biorep5,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep5,5623.901566059906,0.4462579135046979,FALSE
17,pHSP26-mCherry-tRPS13_biorep5,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep5,14227.844749978312,1.1289828310850736,FALSE
18,pHSP26-mCherry-tRPS3_biorep5,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep5,17820.14655560461,1.4140328252266094,FALSE
19,pHSP26-mCherry-tSRO9_biorep5,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep5,5944.077114952195,0.47166391869977037,FALSE
20,pHSP26-mCherry-tSUN4_biorep5,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep5,6329.869610171786,0.502276644036477,FALSE
21,pHSP26-mCherry-tTOS6_biorep5,pHSP26-mCherry-tTOS6,pHSP26,mCherry,tTOS6,biorep5,13008.737531343855,1.0322463862280775,FALSE
2,pHSP26-mCherry-tCLN2_biorep6,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep6,10819.699822045955,0.8585457285512431,FALSE
3,pHSP26-mCherry-tCLN2_biorep7,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep7,9307.623939207053,0.7385621512054523,FALSE
4,pHSP26-mCherry-tCLN2_biorep8,pHSP26-mCherry-tCLN2,pHSP26,mCherry,tCLN2,biorep8,10917.27404842448,0.8662882663897961,FALSE
5,pHSP26-mCherry-tHSP26_biorep6,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep6,11643.73855405612,0.9239333959693887,FALSE
6,pHSP26-mCherry-tHSP26_biorep7,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep7,9871.546043633376,0.7833095029761872,FALSE
7,pHSP26-mCherry-tHSP26_biorep8,pHSP26-mCherry-tHSP26,pHSP26,mCherry,tHSP26,biorep8,9557.09720647101,0.7583579137053302,FALSE
8,pHSP26-mCherry-tPAB1_biorep6,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep6,11734.903341335035,0.9311673433061822,FALSE
9,pHSP26-mCherry-tPAB1_biorep7,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep7,11546.760818915343,0.9162381898510046,FALSE
10,pHSP26-mCherry-tPAB1_biorep8,pHSP26-mCherry-tPAB1,pHSP26,mCherry,tPAB1,biorep8,10641.470942556583,0.8444032249969126,FALSE
11,pHSP26-mCherry-tPGK1_biorep6,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep6,10039.106176651978,0.7966054389859346,FALSE
12,pHSP26-mCherry-tPGK1_biorep7,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep7,10589.604087623473,0.8402875778450872,FALSE
13,pHSP26-mCherry-tPGK1_biorep8,pHSP26-mCherry-tPGK1,pHSP26,mCherry,tPGK1,biorep8,11537.168181260344,0.9154770117943399,FALSE
14,pHSP26-mCherry-tPMA1_biorep6,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep6,2669.172979505953,0.21179950442339524,FALSE
15,pHSP26-mCherry-tPMA1_biorep7,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep7,2894.397582789379,0.22967112972668105,FALSE
16,pHSP26-mCherry-tPMA1_biorep8,pHSP26-mCherry-tPMA1,pHSP26,mCherry,tPMA1,biorep8,2635.5115624756886,0.2091284630559231,FALSE
17,pHSP26-mCherry-tRPS13_biorep6,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep6,9094.524479630383,0.7216526589103572,FALSE
18,pHSP26-mCherry-tRPS13_biorep7,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep7,8281.936805106647,0.6571736356000949,FALSE
19,pHSP26-mCherry-tRPS13_biorep8,pHSP26-mCherry-tRPS13,pHSP26,mCherry,tRPS13,biorep8,8851.363090849796,0.7023577454543678,FALSE
20,pHSP26-mCherry-tRPS3_biorep6,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep6,10846.856388062022,0.8607006084590672,FALSE
21,pHSP26-mCherry-tRPS3_biorep7,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep7,10264.94320068707,0.8145256600200694,FALSE
22,pHSP26-mCherry-tRPS3_biorep8,pHSP26-mCherry-tRPS3,pHSP26,mCherry,tRPS3,biorep8,10449.88466571583,0.8292008088175364,FALSE
23,pHSP26-mCherry-tSRO9_biorep6,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep6,3829.276481820709,0.3038539904970515,FALSE
24,pHSP26-mCherry-tSRO9_biorep7,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep7,4383.198135592022,0.34780780415354473,FALSE
25,pHSP26-mCherry-tSRO9_biorep8,pHSP26-mCherry-tSRO9,pHSP26,mCherry,tSRO9,biorep8,3868.893755353529,0.30699763048040335,FALSE
26,pHSP26-mCherry-tSUN4_biorep6,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep6,4071.052584952105,0.32303898121058994,FALSE
27,pHSP26-mCherry-tSUN4_biorep7,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep7,4141.735990444459,0.32864772607994996,FALSE
28,pHSP26-mCherry-tSUN4_biorep8,pHSP26-mCherry-tSUN4,pHSP26,mCherry,tSUN4,biorep8,4164.150036858052,0.33042628594061535,FALSE
29,pHSP26-mCherry-tTOS6_biorep6,pHSP26-mCherry-tTOS6,pHSP26,mCherry,tTOS6,biorep6,6706.535037806932,0.5321651344112434,FALSE
30,pHSP26-mCherry-tTOS6_biorep7,pHSP26-mCherry-tTOS6,pHSP26,mCherry,tTOS6,biorep7,6767.219804148722,0.5369804849096661,FALSE
31,pHSP26-mCherry-tTOS6_biorep8,pHSP26-mCherry-tTOS6,pHSP26,mCherry,tTOS6,biorep8,8165.481924855649,0.6479329134310085,FALSE
32,pHSP26-mCherry-tTOS6_biorep9,pHSP26-mCherry-tTOS6,pHSP26,mCherry,tTOS6,biorep9,7964.215866258592,0.6319624042900097,FALSE
2,pCLN2-mCherry-tCLN2_biorep1,pCLN2-mCherry-tCLN2,pCLN2,mCherry,tCLN2,biorep1,43.2927405588142,0.6679982971485394,FALSE
3,pCLN2-mCherry-tHSP26_biorep1,pCLN2-mCherry-tHSP26,pCLN2,mCherry,tHSP26,biorep1,94.43584151907616,1.4571260795752237,FALSE
4,pCLN2-mCherry-tPAB1_biorep1,pCLN2-mCherry-tPAB1,pCLN2,mCherry,tPAB1,biorep1,39.58347300797236,0.6107650433593838,FALSE
5,pCLN2-mCherry-tPGK1_biorep1,pCLN2-mCherry-tPGK1,pCLN2,mCherry,tPGK1,biorep1,59.157746011731085,0.9127921468796142,FALSE
6,pCLN2-mCherry-tPMA1_biorep1,pCLN2-mCherry-tPMA1,pCLN2,mCherry,tPMA1,biorep1,42.34513308848532,0.6533769040841529,FALSE
7,pCLN2-mCherry-tRPS13_biorep1,pCLN2-mCherry-tRPS13,pCLN2,mCherry,tRPS13,biorep1,81.54867840638069,1.2582797394443406,FALSE
8,pCLN2-mCherry-tRPS3_biorep1,pCLN2-mCherry-tRPS3,pCLN2,mCherry,tRPS3,biorep1,58.80650690165167,0.9073725979114385,FALSE
9,pCLN2-mCherry-tSRO9_biorep1,pCLN2-mCherry-tSRO9,pCLN2,mCherry,tSRO9,biorep1,20.57760788503981,0.3175083593500613,FALSE
10,pCLN2-mCherry-tSUN4_biorep1,pCLN2-mCherry-tSUN4,pCLN2,mCherry,tSUN4,biorep1,20.56593574476851,0.31732826056849495,FALSE
11,pCLN2-mCherry-tTOS6_biorep1,pCLN2-mCherry-tTOS6,pCLN2,mCherry,tTOS6,biorep1,61.09795003989837,0.9427291055984961,FALSE
2,pCLN2-mCherry-tCLN2_biorep2,pCLN2-mCherry-tCLN2,pCLN2,mCherry,tCLN2,biorep2,101.9966351861644,1.5737876082637354,FALSE
3,pCLN2-mCherry-tHSP26_biorep2,pCLN2-mCherry-tHSP26,pCLN2,mCherry,tHSP26,biorep2,29.31376648087096,0.4523055329710473,FALSE
4,pCLN2-mCherry-tPAB1_biorep2,pCLN2-mCherry-tPAB1,pCLN2,mCherry,tPAB1,biorep2,67.67250814444873,1.0441732175132272,FALSE
5,pCLN2-mCherry-tPGK1_biorep2,pCLN2-mCherry-tPGK1,pCLN2,mCherry,tPGK1,biorep2,95.65466504713868,1.4759322819722343,FALSE
6,pCLN2-mCherry-tPMA1_biorep2,pCLN2-mCherry-tPMA1,pCLN2,mCherry,tPMA1,biorep2,30.357991877831537,0.46841772125031084,FALSE
7,pCLN2-mCherry-tRPS13_biorep2,pCLN2-mCherry-tRPS13,pCLN2,mCherry,tRPS13,biorep2,56.00726213541907,0.8641808130299744,FALSE
8,pCLN2-mCherry-tRPS3_biorep2,pCLN2-mCherry-tRPS3,pCLN2,mCherry,tRPS3,biorep2,26.193788668508823,0.40416490156500867,FALSE
9,pCLN2-mCherry-tSRO9_biorep2,pCLN2-mCherry-tSRO9,pCLN2,mCherry,tSRO9,biorep2,30.78079733632805,0.4749415246098391,FALSE
10,pCLN2-mCherry-tSUN4_biorep2,pCLN2-mCherry-tSUN4,pCLN2,mCherry,tSUN4,biorep2,5.610756873694133,0.0865728523758026,FALSE
11,pCLN2-mCherry-tTOS6_biorep2,pCLN2-mCherry-tTOS6,pCLN2,mCherry,tTOS6,biorep2,55.12701223036272,0.8505987336778026,FALSE
2,pCLN2-mCherry-tCLN2_biorep3,pCLN2-mCherry-tCLN2,pCLN2,mCherry,tCLN2,biorep3,65.60524845803322,1.012275815490055,FALSE
3,pCLN2-mCherry-tHSP26_biorep3,pCLN2-mCherry-tHSP26,pCLN2,mCherry,tHSP26,biorep3,41.03324342578987,0.6331347099098941,FALSE
4,pCLN2-mCherry-tPAB1_biorep3,pCLN2-mCherry-tPAB1,pCLN2,mCherry,tPAB1,biorep3,83.58525685695267,1.2897037361567527,FALSE
5,pCLN2-mCherry-tPGK1_biorep3,pCLN2-mCherry-tPGK1,pCLN2,mCherry,tPGK1,biorep3,81.94490866231945,1.2643934927625498,FALSE
6,pCLN2-mCherry-tPMA1_biorep3,pCLN2-mCherry-tPMA1,pCLN2,mCherry,tPMA1,biorep3,-4.492861196056987,-0.0693239464527219,FALSE
7,pCLN2-mCherry-tRPS13_biorep3,pCLN2-mCherry-tRPS13,pCLN2,mCherry,tRPS13,biorep3,40.318879343197445,0.6221122155019103,FALSE
8,pCLN2-mCherry-tRPS3_biorep3,pCLN2-mCherry-tRPS3,pCLN2,mCherry,tRPS3,biorep3,98.26289875811608,1.5161768046106516,FALSE
9,pCLN2-mCherry-tSRO9_biorep3,pCLN2-mCherry-tSRO9,pCLN2,mCherry,tSRO9,biorep3,60.59525744222193,0.9349726597162852,FALSE
10,pCLN2-mCherry-tSUN4_biorep3,pCLN2-mCherry-tSUN4,pCLN2,mCherry,tSUN4,biorep3,18.340092955554283,0.28298395309977453,FALSE
11,pCLN2-mCherry-tTOS6_biorep3,pCLN2-mCherry-tTOS6,pCLN2,mCherry,tTOS6,biorep3,41.81912498578728,0.6452607046393228,FALSE
2,pCLN2-mCherry-tCLN2_biorep4,pCLN2-mCherry-tCLN2,pCLN2,mCherry,tCLN2,biorep4,89.04285570176422,1.3739133908886179,FALSE
3,pCLN2-mCherry-tHSP26_biorep4,pCLN2-mCherry-tHSP26,pCLN2,mCherry,tHSP26,biorep4,22.725411604559227,0.35064853963731185,FALSE
4,pCLN2-mCherry-tPAB1_biorep4,pCLN2-mCherry-tPAB1,pCLN2,mCherry,tPAB1,biorep4,85.64708522117763,1.321517333968694,FALSE
5,pCLN2-mCherry-tPGK1_biorep4,pCLN2-mCherry-tPGK1,pCLN2,mCherry,tPGK1,biorep4,23.627145442615223,0.36456211176343556,FALSE
6,pCLN2-mCherry-tPMA1_biorep4,pCLN2-mCherry-tPMA1,pCLN2,mCherry,tPMA1,biorep4,49.85629991155194,0.7692727005304599,FALSE
7,pCLN2-mCherry-tRPS13_biorep4,pCLN2-mCherry-tRPS13,pCLN2,mCherry,tRPS13,biorep4,24.38324029076591,0.37622850350782727,FALSE
8,pCLN2-mCherry-tRPS3_biorep4,pCLN2-mCherry-tRPS3,pCLN2,mCherry,tRPS3,biorep4,118.01236964040284,1.8209071762310332,FALSE
9,pCLN2-mCherry-tSRO9_biorep4,pCLN2-mCherry-tSRO9,pCLN2,mCherry,tSRO9,biorep4,23.93962621464821,0.36938362735508823,FALSE
10,pCLN2-mCherry-tSUN4_biorep4,pCLN2-mCherry-tSUN4,pCLN2,mCherry,tSUN4,biorep4,49.99616089745408,0.7714307274701779,FALSE
11,pCLN2-mCherry-tTOS6_biorep4,pCLN2-mCherry-tTOS6,pCLN2,mCherry,tTOS6,biorep4,49.01547074815039,0.7562988753095312,FALSE
2,pCLN2-mCherry-tCLN2_biorep5,pCLN2-mCherry-tCLN2,pCLN2,mCherry,tCLN2,biorep5,118.25067063530317,1.8245841127508167,FALSE
3,pCLN2-mCherry-tHSP26_biorep5,pCLN2-mCherry-tHSP26,pCLN2,mCherry,tHSP26,biorep5,85.55025128673799,1.3200232057966972,FALSE
4,pCLN2-mCherry-tPAB1_biorep5,pCLN2-mCherry-tPAB1,pCLN2,mCherry,tPAB1,biorep5,89.16404788225222,1.375783361907979,FALSE
5,pCLN2-mCherry-tPGK1_biorep5,pCLN2-mCherry-tPGK1,pCLN2,mCherry,tPGK1,biorep5,63.66382016578687,0.9823199666221664,FALSE
6,pCLN2-mCherry-tPMA1_biorep5,pCLN2-mCherry-tPMA1,pCLN2,mCherry,tPMA1,biorep5,64.89319828625138,1.001289024261433,FALSE
7,pCLN2-mCherry-tRPS13_biorep5,pCLN2-mCherry-tRPS13,pCLN2,mCherry,tRPS13,biorep5,85.45468571113607,1.3185486481469828,FALSE
8,pCLN2-mCherry-tRPS3_biorep5,pCLN2-mCherry-tRPS3,pCLN2,mCherry,tRPS3,biorep5,77.91039087788965,1.2021416931530213,FALSE
9,pCLN2-mCherry-tSRO9_biorep5,pCLN2-mCherry-tSRO9,pCLN2,mCherry,tSRO9,biorep5,42.4694410946866,0.6552949516688648,FALSE
10,pCLN2-mCherry-tSUN4_biorep5,pCLN2-mCherry-tSUN4,pCLN2,mCherry,tSUN4,biorep5,64.70476717076104,0.9983815699711152,FALSE
11,pCLN2-mCherry-tTOS6_biorep5,pCLN2-mCherry-tTOS6,pCLN2,mCherry,tTOS6,biorep5,42.10155480714383,0.6496185400938336,FALSE
51,pSRO9-mCherry-tCLN2_biorep1,pSRO9-mCherry-tCLN2,pSRO9,mCherry,tCLN2,biorep1,40.4540155372724,3.4930540005323163,FALSE
52,pSRO9-mCherry-tHSP26_biorep1,pSRO9-mCherry-tHSP26,pSRO9,mCherry,tHSP26,biorep1,0.493301224922193,0.04259472871350313,FALSE
53,pSRO9-mCherry-tPAB1_biorep1,pSRO9-mCherry-tPAB1,pSRO9,mCherry,tPAB1,biorep1,-19.34404616442815,-1.6702865449508215,FALSE
54,pSRO9-mCherry-tPGK1_biorep1,pSRO9-mCherry-tPGK1,pSRO9,mCherry,tPGK1,biorep1,39.82133560495701,3.4384244380703497,FALSE
55,pSRO9-mCherry-tPMA1_biorep1,pSRO9-mCherry-tPMA1,pSRO9,mCherry,tPMA1,biorep1,38.14398151646578,3.2935911420106487,FALSE
56,pSRO9-mCherry-tRPS13_biorep1,pSRO9-mCherry-tRPS13,pSRO9,mCherry,tRPS13,biorep1,20.82239836099945,1.7979367667111628,FALSE
57,pSRO9-mCherry-tRPS3_biorep1,pSRO9-mCherry-tRPS3,pSRO9,mCherry,tRPS3,biorep1,1.505825579160046,0.13002244631420193,FALSE
58,pSRO9-mCherry-tSRO9_biorep1,pSRO9-mCherry-tSRO9,pSRO9,mCherry,tSRO9,biorep1,20.350942965804805,1.7572283442619774,FALSE
59,pSRO9-mCherry-tSUN4_biorep1,pSRO9-mCherry-tSUN4,pSRO9,mCherry,tSUN4,biorep1,40.647269553098845,3.509740767077891,FALSE
60,pSRO9-mCherry-tTOS6_biorep1,pSRO9-mCherry-tTOS6,pSRO9,mCherry,tTOS6,biorep1,0.928428979910653,0.0801663943471582,FALSE
51,pSRO9-mCherry-tCLN2_biorep2,pSRO9-mCherry-tCLN2,pSRO9,mCherry,tCLN2,biorep2,51.2578715822081,4.425926845853876,FALSE
52,pSRO9-mCherry-tHSP26_biorep2,pSRO9-mCherry-tHSP26,pSRO9,mCherry,tHSP26,biorep2,4.4725925728981,0.3861917580250728,FALSE
53,pSRO9-mCherry-tPAB1_biorep2,pSRO9-mCherry-tPAB1,pSRO9,mCherry,tPAB1,biorep2,28.65059055629895,2.473872089856848,FALSE
54,pSRO9-mCherry-tPGK1_biorep2,pSRO9-mCherry-tPGK1,pSRO9,mCherry,tPGK1,biorep2,-41.67010522377008,-3.5980588285576838,FALSE
55,pSRO9-mCherry-tPMA1_biorep2,pSRO9-mCherry-tPMA1,pSRO9,mCherry,tPMA1,biorep2,28.02281787869239,2.4196662506140636,FALSE
